name,region_clean,address_city,facilityTypeId,is_ngo,enriched_capability,procedure_text,specialties_text,equipment_text,description,confidence
Ayifua Clinic,Greater Accra,Accra,clinic,FALSE,general medicine | inpatient care | internal medicine | outpatient care,Provides general internal medicine consultations,internalMedicine,,nan,Medium
Awuss Health,Greater Accra,Accra,clinic,FALSE,Awuss Health is a medical & health organization.,,infectiousDiseases,,nan,Medium
Tema General Hospital,Greater Accra,Tema,hospital,FALSE,general medicine | inpatient care | internal medicine | outpatient care,Provides general internal medicine consultations,internalMedicine,,Quality healthcare services for the community.,Medium
Tema Polyclinic,Greater Accra,Tema,clinic,FALSE,,,infectiousDiseases,,nan,Medium
Ateiku Christian Hospital,Volta,Ateiku,hospital,FALSE,Official website ateikuchristianhospital.org | general medicine | inpatient care | internal medicine | outpatient care,Provides general internal medicine consultations,internalMedicine,,nan,Medium
The Hunger Project-Ghana,Unknown,nan,clinic,FALSE,24 hour emergency | Emergency response improvements in rural communities across the Eastern Region | Focus on maternal and child health | Improved coordination between local health facilities and the National Ambulance Service | accident and emergency | antenatal care | child health | children care | delivery | emergency care | emergency medicine | labour ward | maternity | maternity care | neonatal care | obstetrics | pediatric care | trauma care,Provides emergency and trauma care | Provides pediatric and child health care | Provides obstetric and gynecological services,emergencyMedicine | maternalFetalMedicineOrPerinatology | pediatrics | gynecologyAndObstetrics,Five Mini-Modified Tricycle Ambulances (MMTAs) handed over to The Hunger Project-Ghana to enhance emergency response | Newly refurbished Emergency Dispatch Centre commissioned in collaboration with The Church of Jesus Christ of Latter-day Saints,nan,Medium
The David's Medical Centre,Bono East,Yabraso,hospital,FALSE,general medicine | inpatient care | internal medicine | outpatient care,Provides general internal medicine consultations,internalMedicine,,"A primary hospital located in Yabraso, Atebubu Municipality",Medium
Asafo Agyei Hospital Daban,Ashanti,Kumasi,hospital,FALSE,"Located on Old Bekwai road, Kumasi, Ghana | general medicine | inpatient care | internal medicine | outpatient care",Provides general internal medicine consultations,internalMedicine,,nan,Medium
Taifa Polyclinic,Greater Accra,Accra,clinic,FALSE,general medicine | inpatient care | internal medicine | outpatient care,Provides general internal medicine consultations,internalMedicine,,nan,Medium
Matthias Catholic Hospital,Brong Ahafo,Yeji,hospital,FALSE,general medicine | inpatient care | internal medicine | outpatient care,Provides general internal medicine consultations,internalMedicine,,nan,Medium
Rabboni Christian Hospital Limited,Western,Tarkwa,hospital,FALSE,general medicine | inpatient care | internal medicine | outpatient care,Provides general internal medicine consultations,internalMedicine,,nan,Medium
"Holy family Hospital, Berekum",Brong Ahafo,Berekum,hospital,FALSE,general medicine | inpatient care | internal medicine | outpatient care,Provides general internal medicine consultations,internalMedicine,,nan,Medium
Methodist Faith Healing Hospital,Ashanti,nan,hospital,FALSE,24 hour emergency | ENT services | accident and emergency | antenatal care | blood tests | delivery | diagnostic imaging | diagnostic testing | ear nose throat | emergency care | emergency medicine | emergency surgical care | general medicine | general surgery | imaging services | inpatient care | internal medicine | laboratory services | labour ward | maternity | maternity care | mental health | obstetrics | operating theatre | otolaryngology | outpatient care | pathology lab | psychiatric care | radiology | surgery | surgical procedures | trauma care | ultrasound | x-ray,Provides general internal medicine consultations | Provides obstetric and gynecological services | Performs laboratory and diagnostic testing | Performs diagnostic imaging and X-rays | Performs general surgical procedures | Provides emergency and trauma care | Provides mental health and psychiatric care,internalMedicine | gynecologyAndObstetrics | pathology | radiology | generalSurgery | emergencyMedicine | publicHealth | otolaryngology | psychiatry | hospitalMedicine | physicalMedicineAndRehabilitation,,"The Methodist Faith Healing Hospital (MFHH) is a 112-bed facility dedicated to providing quality and holistic care to communities in and around the Afigya Kwabre district in the Ashanti region, Ghana. The hospital was dedicated on September 24th 1988, and began as an out patient department (OPD) on March 25th 1991. Current services offered at MFHH include Maternity, Diagnostics (lab, X-ray and Scan), In-Patient Care, Surgery, Accident & Emergency, Public Health, Optometry and ENT (ear, nose & throat). The facility also serves as a referral hospital for two main districts within the Ashanti Region; Afigya Kwabre and Kwabre East. The hospital also manages eight other Methodist clinics spread across the Ashanti Region. Mission: Making Life whole by delivering holistic quality health care to humanity. Vision: The hospital seeks to become a center of medical excellence which will provide preventive, curative and rehabilitative services. The facility also seeks to provide teaching, training and research opportunity for health care personnel in the country.",Medium
"Zoe Royal Hospital - Fertility Centre, Accra, Ghana",Greater Accra,Accra,hospital,FALSE,general medicine | inpatient care | internal medicine | outpatient care,Provides general internal medicine consultations,reproductiveEndocrinologyAndInfertility | internalMedicine,,nan,Medium
Osu Rabito Clinic,Greater Accra,Accra,clinic,FALSE,"Located on Osu Oxford Street behind Koala Shopping Mall, Accra, Ghana",,,,nan,Medium
Effiduase Govt. Hospital,Ashanti,Sekyere,hospital,FALSE,general medicine | inpatient care | internal medicine | outpatient care,Provides general internal medicine consultations,internalMedicine,,nan,Medium
"Queens Medical Centre - Accra, Ghana",Greater Accra,Accra,hospital,FALSE,general medicine | inpatient care | internal medicine | outpatient care,Provides general internal medicine consultations,internalMedicine,,nan,Medium
"Saint Helier Clinic - Windy Ridge Extension, Takoradi",Western,Takoradi,clinic,FALSE,general medicine | inpatient care | internal medicine | outpatient care,Provides general internal medicine consultations,internalMedicine,,nan,Medium
Datwell_Medical,Greater Accra,Accra,clinic,FALSE,child health | children care | neonatal care | pediatric care,Provides pediatric and child health care,pediatrics,,nan,Medium
Sam Jonah Hospital,Western,Tarkwa,hospital,FALSE,general medicine | inpatient care | internal medicine | outpatient care,Provides general internal medicine consultations,internalMedicine,,nan,Medium
Primecare Medical Center GH,Greater Accra,Accra,clinic,FALSE,Has official website at primecaregh.com,,,,nan,Medium
Saint John Ambulance Ghana,Greater Accra,Accra,clinic,FALSE,"Celebrated 87th anniversary on 24 June 2024 | Head Office located opposite Accra High Court on Prof. John Evans Atta Mills Street, Accra | Is part of the international Order of St John, recognized by the United Nations | Offers First Aid and Health and Safety training | Offers Nursing Aid HomeBased Care | Operates in 44 countries | Provides ambulance services for events and patient care",,,,nan,Medium
Digestive Diseases Aid,Unknown,nan,clinic,FALSE,Digestive Diseases Aid is described as a Non-Profit Organisation | Digestive Diseases Aid is listed under Pleasant Medical Centre's Serving Our Community | Digestive Diseases Aid's mission is to provide effective treatment for digestive diseases in Ghana | antenatal care | delivery | general medicine | inpatient care | internal medicine | labour ward | maternity | maternity care | obstetrics | outpatient care,Provides general internal medicine consultations | Provides obstetric and gynecological services,gastroenterology | internalMedicine | gynecologyAndObstetrics | infectiousDiseases,,nan,Medium
Divine Mother and Child Foundation -DMAC,Eastern,Koforidua,clinic,FALSE,"DMAC Foundation is a non-governmental organization (NGO) based in Koforidua, Ghana | DMAC's mission is to empower girls, women, youth and children in Ghana | DMAC's website is dmacgh.org",,,,nan,Medium
Doctore Opoku Hospital (Kumasi road),Brong Ahafo,Techiman,hospital,FALSE,general medicine | inpatient care | internal medicine | outpatient care,Provides general internal medicine consultations,internalMedicine,,nan,Medium
MEDsource Diagnostic Centre,Ashanti,Kumasi,clinic,FALSE,,,,,nan,Medium
Shales Medical Services,Greater Accra,Tema,clinic,FALSE,,,,,nan,Medium
Tetteh Quarshie Memorial Hospital,Eastern,Akuapim-Mampong,hospital,FALSE,general medicine | inpatient care | internal medicine | outpatient care,Provides general internal medicine consultations,internalMedicine,,nan,Medium
Br. Tarcisius Prosthetics & Orthotics Training College,Eastern,Nsawam,clinic,FALSE,bone surgery | fracture treatment | orthopedic surgery,Performs orthopedic and bone surgery,amputeeAndProstheticsAndOrthoticsRehabilitation | orthopedicSurgery,,nan,Medium
Hohoe Government Hospital,Volta,Hohoe,hospital,FALSE,general medicine | inpatient care | internal medicine | outpatient care,Provides general internal medicine consultations,internalMedicine,,nan,Medium
Tamohec Clinic,Western,Tarkwa,clinic,FALSE,general medicine | inpatient care | internal medicine | outpatient care,Provides general internal medicine consultations,internalMedicine,,nan,Medium
Our Lady Of Fatima Clinic - Ghana,Unknown,nan,clinic,FALSE,Provides general healthcare services,,,,"Our Lady Of Fatima Clinic is a private clinic in Box 47, Bonyere Ghana. It offers a general services. This clinic is NHIS accredited.",High
"Medicas Hospital, Mampong Akwapim",Ashanti,nan,hospital,FALSE,"Based in Mampong Akwapim, Mampong, Ghana | general medicine | inpatient care | internal medicine | outpatient care",Provides general internal medicine consultations,internalMedicine,,nan,Medium
Breast Care International,Ashanti,Kumasi,clinic,FALSE,,,medicalOncology,,nan,Medium
